"parid","fsdistance"
"5391213","5.904100374127562"
"5393569","1.148386747165501"
"5396703","1.3923056505837978"
"5399826","0.5430627208014877"
"5400662","0.9371578524927071"
"5401103","1.4272804430987494"
"5401375","1.422913522820989"
"5403424","1.4204987348538622"
"6713847",NULL
"5421864","1.0477882954792541"
"5064514","0.41599723008632006"
"6248001",NULL
"6247978",NULL
"6247986",NULL
"6247994",NULL
